chrom	strand	start	end	gid	gname	overlapped	species	assembly
chr3	-	115504082	115508721	ENSMUSG00000045092	S1pr1	false	mouse	GRCm39
chr3	+	115508787	115510377	ENSMUSG00000052769	Gm9889	false	mouse	GRCm39
chr3	-	115675223	115681791	ENSMUSG00000054426	A930005H10Rik	false	mouse	GRCm39
chr3	+	115681486	115728010	ENSMUSG00000033554	Dph5	false	mouse	GRCm39
chr3	-	115732622	115801055	ENSMUSG00000054414	Slc30a7	false	mouse	GRCm39
chr3	+	115801111	115822666	ENSMUSG00000027963	Extl2	false	mouse	GRCm39
chr3	-	115903598	115923337	ENSMUSG00000027962	Vcam1	false	mouse	GRCm39
chr3	+	115922100	115934665	ENSMUSG00000104653	Gm43109	false	mouse	GRCm39
chr3	+	115944128	115959470	ENSMUSG00000097362	Gm26544	false	mouse	GRCm39
chr3	+	115994057	115996362	ENSMUSG00000104607	Gm31651	false	mouse	GRCm39
chr3	-	116043303	116047152	ENSMUSG00000068696	Gpr88	false	mouse	GRCm39
chr3	-	116066202	116222394	ENSMUSG00000033502	Cdc14a	false	mouse	GRCm39
chr3	+	116143752	116146537	ENSMUSG00000106005	Gm29151	false	mouse	GRCm39
chr3	-	116282612	116301857	ENSMUSG00000000339	Rtca	false	mouse	GRCm39
chr3	+	116306719	116343630	ENSMUSG00000000340	Dbt	false	mouse	GRCm39
chr3	+	116356622	116376783	ENSMUSG00000027961	Lrrc39	false	mouse	GRCm39
chr3	-	116374742	116408236	ENSMUSG00000033439	Trmt13	false	mouse	GRCm39
chr3	+	116388597	116424653	ENSMUSG00000027959	Sass6	false	mouse	GRCm39
chr3	-	116422822	116424633	ENSMUSG00000106415	Gm42893	false	mouse	GRCm39
chr3	-	116424813	116456326	ENSMUSG00000089911	Mfsd14a	false	mouse	GRCm39
chr3	+	116425320	116425858	ENSMUSG00000105339	Gm42457	false	mouse	GRCm39
chr3	+	116457381	116457804	ENSMUSG00000106125	4930512P04Rik	false	mouse	GRCm39
chr3	-	116463119	116506480	ENSMUSG00000027957	Slc35a3	false	mouse	GRCm39
chr3	-	116533648	116601815	ENSMUSG00000033400	Agl	false	mouse	GRCm39
chr3	+	116601942	116604398	ENSMUSG00000120424	Gm56782	false	mouse	GRCm39
chr3	+	116653113	116701826	ENSMUSG00000033386	Frrs1	false	mouse	GRCm39
chr3	-	116711907	116762636	ENSMUSG00000033377	Palmd	false	mouse	GRCm39
chr3	+	116761916	116778055	ENSMUSG00000080907	4930455H04Rik	false	mouse	GRCm39
chr3	-	116854171	116871414	ENSMUSG00000028009	1700061I17Rik	false	mouse	GRCm39
chr3	+	117048781	117049469	ENSMUSG00000106342	Gm42891	false	mouse	GRCm39
chr3	-	117112788	117154525	ENSMUSG00000044667	Plppr4	false	mouse	GRCm39
chr3	+	117278733	117483156	ENSMUSG00000033342	Plppr5	false	mouse	GRCm39
chr3	-	117575296	117662585	ENSMUSG00000028007	Snx7	false	mouse	GRCm39
chr3	+	117662669	117663036	ENSMUSG00000120861	Gm56798	false	mouse	GRCm39
chr3	+	117762779	117767175	ENSMUSG00000104703	4921521D15Rik	false	mouse	GRCm39
chr3	+	118223973	118323671	ENSMUSG00000097311	Gm26871	false	mouse	GRCm39
chr3	+	118228419	118229646	ENSMUSG00000104178	Gm9916	false	mouse	GRCm39
chr3	+	118355778	119226573	ENSMUSG00000033308	Dpyd	false	mouse	GRCm39
chr3	-	119512391	119578115	ENSMUSG00000028134	Ptbp2	false	mouse	GRCm39
chr3	-	119536857	119540095	ENSMUSG00000106099	Gm42664	false	mouse	GRCm39
chr3	-	120397758	120680412	ENSMUSG00000098097	6530403H02Rik	false	mouse	GRCm39
chr3	-	120949047	120965344	ENSMUSG00000028133	Rwdd3	false	mouse	GRCm39
chr3	-	120995410	121076747	ENSMUSG00000028132	Tlcd4	false	mouse	GRCm39
chr3	-	121084611	121085257	ENSMUSG00000120588	Gm56787	false	mouse	GRCm39
chr3	+	121085422	121156743	ENSMUSG00000039887	Alg14	false	mouse	GRCm39
chr3	+	121220146	121251856	ENSMUSG00000053931	Cnn3	false	mouse	GRCm39
chr3	-	121253177	121326053	ENSMUSG00000039865	Slc44a3	false	mouse	GRCm39
chr3	+	121325268	121329855	ENSMUSG00000097124	A530020G20Rik	false	mouse	GRCm39
chr3	-	121428585	121437134	ENSMUSG00000044522	A730020M07Rik	false	mouse	GRCm39
chr3	+	121464411	121476631	ENSMUSG00000074248	4930432M17Rik	false	mouse	GRCm39
chr3	-	121495150	121503895	ENSMUSG00000106036	Gm43608	false	mouse	GRCm39
chr3	-	121505260	121506077	ENSMUSG00000105767	Gm43607	false	mouse	GRCm39
chr3	+	121517186	121528697	ENSMUSG00000028128	F3	false	mouse	GRCm39
chr3	-	121552423	121608951	ENSMUSG00000028127	Abcd3	false	mouse	GRCm39
chr3	+	121746190	121810402	ENSMUSG00000039831	Arhgap29	false	mouse	GRCm39
chr3	+	121838092	121973772	ENSMUSG00000028125	Abca4	false	mouse	GRCm39
chr3	-	122038536	122038998	ENSMUSG00000120339	Gm56778	false	mouse	GRCm39
chr3	+	122039181	122064381	ENSMUSG00000028124	Gclm	false	mouse	GRCm39
chr3	-	122049607	122087369	ENSMUSG00000057359	Gm17494	false	mouse	GRCm39
chr3	+	122068030	122078920	ENSMUSG00000039756	Dnttip2	false	mouse	GRCm39
chr3	+	122087088	122097262	ENSMUSG00000105057	Gm40190	false	mouse	GRCm39
chr3	+	122087785	122323840	ENSMUSG00000028121	Bcar3	false	mouse	GRCm39
chr3	-	122170746	122185655	ENSMUSG00000104554	Gm4610	false	mouse	GRCm39
chr3	-	122220092	122252709	ENSMUSG00000104574	Gm42836	false	mouse	GRCm39
chr3	-	122332368	122413396	ENSMUSG00000039735	Fnbp1l	false	mouse	GRCm39
chr3	+	122358699	122368389	ENSMUSG00000106194	Gm43569	false	mouse	GRCm39
chr3	-	122415898	122423817	ENSMUSG00000106365	Gm43568	false	mouse	GRCm39
chr3	+	122522596	122653023	ENSMUSG00000053965	Pde5a	false	mouse	GRCm39
chr3	-	122555604	122595697	ENSMUSG00000106583	4930447N08Rik	false	mouse	GRCm39
chr3	-	122658386	122717768	ENSMUSG00000097852	4933405D12Rik	false	mouse	GRCm39
chr3	+	122688721	122693155	ENSMUSG00000023057	Fabp2	false	mouse	GRCm39
chr3	+	122717852	122719833	ENSMUSG00000054091	1810037I17Rik	false	mouse	GRCm39
chr3	-	122725142	122778165	ENSMUSG00000039701	Usp53	false	mouse	GRCm39
chr3	+	122778304	122778666	ENSMUSG00000120150	Gm56816	false	mouse	GRCm39
chr3	-	122799855	122828664	ENSMUSG00000028116	Myoz2	false	mouse	GRCm39
chr3	-	122870168	123029798	ENSMUSG00000050315	Synpo2	false	mouse	GRCm39
chr3	+	123058447	123060305	ENSMUSG00000120630	Gm56815	false	mouse	GRCm39
chr3	+	123061104	123159290	ENSMUSG00000039234	Sec24d	false	mouse	GRCm39
chr3	-	123161946	123179757	ENSMUSG00000028114	Mettl14	false	mouse	GRCm39
chr3	-	123237977	123241096	ENSMUSG00000105784	Gm35065	false	mouse	GRCm39
chr3	+	123240562	123300246	ENSMUSG00000027978	Prss12	false	mouse	GRCm39
chr3	-	123301194	123302053	ENSMUSG00000104960	Snhg8	false	mouse	GRCm39
chr3	-	123319815	123484502	ENSMUSG00000027977	Ndst3	false	mouse	GRCm39
chr3	+	124039886	124112633	ENSMUSG00000104531	Gm43731	false	mouse	GRCm39
chr3	+	124114504	124118392	ENSMUSG00000044528	Tram1l1	false	mouse	GRCm39
chr3	-	124194638	124219689	ENSMUSG00000027973	1700006A11Rik	false	mouse	GRCm39
chr3	+	124214078	124215774	ENSMUSG00000106413	Gm42823	false	mouse	GRCm39
chr3	-	124350001	124374750	ENSMUSG00000039174	1700003H04Rik	false	mouse	GRCm39
chr3	+	124633158	124730509	ENSMUSG00000106423	Gm42825	false	mouse	GRCm39
chr3	+	125197725	125522548	ENSMUSG00000027971	Ndst4	false	mouse	GRCm39
chr3	-	125658920	125732268	ENSMUSG00000032854	Ugt8a	false	mouse	GRCm39
chr3	+	126019976	126022006	ENSMUSG00000106503	Gm42827	false	mouse	GRCm39
chr3	+	126157333	126234024	ENSMUSG00000046561	Arsj	false	mouse	GRCm39
chr3	-	126226532	126232918	ENSMUSG00000090427	Gm17225	false	mouse	GRCm39
chr3	+	126389951	126639975	ENSMUSG00000053819	Camk2d	false	mouse	GRCm39
chr3	-	126460978	126462693	ENSMUSG00000086679	Gm15551	false	mouse	GRCm39
chr3	-	126715261	127292999	ENSMUSG00000032826	Ank2	false	mouse	GRCm39
chr3	+	126954953	126961937	ENSMUSG00000097456	Gm16958	false	mouse	GRCm39
chr3	-	127330363	127347009	ENSMUSG00000027968	Larp7	false	mouse	GRCm39
chr3	+	127347138	127411672	ENSMUSG00000051278	Zgrf1	false	mouse	GRCm39
chr3	-	127349877	127351210	ENSMUSG00000105104	Gm43729	false	mouse	GRCm39
chr3	+	127426394	127429280	ENSMUSG00000027967	Neurog2	false	mouse	GRCm39
chr3	-	127463959	127574176	ENSMUSG00000028028	Alpk1	false	mouse	GRCm39
chr3	-	127582505	127583896	ENSMUSG00000120996	Gm56817	false	mouse	GRCm39
chr3	+	127583454	127625813	ENSMUSG00000046688	Tifa	false	mouse	GRCm39
chr3	-	127600656	127631174	ENSMUSG00000074238	Ap1ar	false	mouse	GRCm39
chr3	+	127630560	127632293	ENSMUSG00000105447	Gm43653	false	mouse	GRCm39
chr3	+	127655248	127658910	ENSMUSG00000105550	Gm35585	false	mouse	GRCm39
chr3	-	127662707	127689973	ENSMUSG00000050549	Fam241a	false	mouse	GRCm39
chr3	+	127709817	127748869	ENSMUSG00000104763	9830132P13Rik	false	mouse	GRCm39
chr3	+	127764358	127766530	ENSMUSG00000106437	Gm35667	false	mouse	GRCm39
chr3	-	127910664	128025255	ENSMUSG00000105816	D030025E07Rik	false	mouse	GRCm39
chr3	+	128404636	128680810	ENSMUSG00000106245	Gm43824	false	mouse	GRCm39
chr3	-	128493182	128495199	ENSMUSG00000105527	4933424H11Rik	false	mouse	GRCm39
chr3	-	128861454	128864193	ENSMUSG00000099640	Gm28543	false	mouse	GRCm39
chr3	+	128993527	129013240	ENSMUSG00000028023	Pitx2	false	mouse	GRCm39
chr3	+	129003655	129005149	ENSMUSG00000098515	Gm27195	false	mouse	GRCm39
chr3	-	129062824	129126369	ENSMUSG00000028024	Enpep	false	mouse	GRCm39
chr3	-	129321104	129326037	ENSMUSG00000105837	Gm35986	false	mouse	GRCm39
chr3	+	129326004	129432144	ENSMUSG00000041220	Elovl6	false	mouse	GRCm39
chr3	-	129471214	129548965	ENSMUSG00000028017	Egf	false	mouse	GRCm39
chr3	+	129522494	129533837	ENSMUSG00000106120	Gm42697	false	mouse	GRCm39
chr3	+	129538989	129543817	ENSMUSG00000105596	Gm42650	false	mouse	GRCm39
chr3	+	129547407	129557533	ENSMUSG00000105960	6330410L21Rik	false	mouse	GRCm39
chr3	-	129581530	129597679	ENSMUSG00000093865	Lrit3	false	mouse	GRCm39
chr3	-	129598057	129616236	ENSMUSG00000028012	Rrh	false	mouse	GRCm39
chr3	-	129618561	129625045	ENSMUSG00000028010	Gar1	false	mouse	GRCm39
chr3	+	129629533	129668981	ENSMUSG00000058952	Cfi	false	mouse	GRCm39
chr3	-	129637713	129640706	ENSMUSG00000120149	Gm36180	false	mouse	GRCm39
chr3	+	129672255	129689474	ENSMUSG00000027999	Pla2g12a	false	mouse	GRCm39
chr3	+	129695074	129707752	ENSMUSG00000027997	Casp6	false	mouse	GRCm39
chr3	-	129708609	129763878	ENSMUSG00000027994	Mcub	false	mouse	GRCm39
chr3	-	129776408	129855202	ENSMUSG00000001052	Sec24b	false	mouse	GRCm39
chr3	+	129925150	130393526	ENSMUSG00000058897	Col25a1	false	mouse	GRCm39
chr3	+	130411097	130431170	ENSMUSG00000019232	Etnppl	false	mouse	GRCm39
chr3	-	130489561	130503093	ENSMUSG00000041084	Ostc	false	mouse	GRCm39
chr3	-	130520480	130524047	ENSMUSG00000062006	Rpl34	false	mouse	GRCm39
chr3	+	130524109	130565292	ENSMUSG00000105789	Gm42997	false	mouse	GRCm39
chr3	+	130552914	130555760	ENSMUSG00000105716	Gm43522	false	mouse	GRCm39
chr3	-	130632104	130730986	ENSMUSG00000106095	2010110G14Rik	false	mouse	GRCm39
chr3	+	130660928	130662426	ENSMUSG00000104557	Gm36520	false	mouse	GRCm39
chr3	+	130667722	130670473	ENSMUSG00000105769	Gm43351	false	mouse	GRCm39
chr3	-	130717132	130718486	ENSMUSG00000106249	Gm43349	false	mouse	GRCm39
chr3	+	130899831	130900342	ENSMUSG00000120479	Gm56784	false	mouse	GRCm39
chr3	-	130902675	130905739	ENSMUSG00000106086	Lef1os1	false	mouse	GRCm39
chr3	+	130904120	131018005	ENSMUSG00000027985	Lef1	false	mouse	GRCm39
chr3	-	131027068	131065750	ENSMUSG00000027984	Hadh	false	mouse	GRCm39
chr3	-	131082090	131096876	ENSMUSG00000027983	Cyp2u1	false	mouse	GRCm39
chr3	+	131096292	131110310	ENSMUSG00000097761	4930534D22Rik	false	mouse	GRCm39
chr3	-	131112634	131197172	ENSMUSG00000050931	Sgms2	false	mouse	GRCm39
chr3	+	131270529	131349432	ENSMUSG00000028032	Papss1	false	mouse	GRCm39
chr3	+	131465566	131736504	ENSMUSG00000105331	Gm29865	false	mouse	GRCm39
chr3	+	131791053	131886065	ENSMUSG00000028031	Dkk2	false	mouse	GRCm39
chr3	-	132149434	132151309	ENSMUSG00000106280	Gm42880	false	mouse	GRCm39
chr3	+	132335581	132351112	ENSMUSG00000091721	Gimd1	false	mouse	GRCm39
chr3	-	132366242	132390131	ENSMUSG00000028029	Aimp1	false	mouse	GRCm39
chr3	+	132389873	132547449	ENSMUSG00000028030	Tbck	false	mouse	GRCm39
chr3	-	132547963	132584357	ENSMUSG00000106230	Gm29811	false	mouse	GRCm39
chr3	-	132587506	132656052	ENSMUSG00000040998	Npnt	false	mouse	GRCm39
chr3	-	132687513	132797794	ENSMUSG00000028018	Gstcd	false	mouse	GRCm39
chr3	+	132797601	132816749	ENSMUSG00000028016	Ints12	false	mouse	GRCm39
chr3	-	132818039	132940710	ENSMUSG00000040969	Arhgef38	false	mouse	GRCm39
chr3	-	133013279	133015769	ENSMUSG00000105957	Gm43254	false	mouse	GRCm39
chr3	+	133015836	133083996	ENSMUSG00000028013	Ppa2	false	mouse	GRCm39
chr3	-	133169440	133250900	ENSMUSG00000040943	Tet2	false	mouse	GRCm39
chr3	+	133250858	133290814	ENSMUSG00000105085	Gm42567	false	mouse	GRCm39
chr3	-	133351569	133369152	ENSMUSG00000105952	Gm40153	false	mouse	GRCm39
chr3	-	133494950	133497318	ENSMUSG00000106069	Gm6135	false	mouse	GRCm39
chr3	-	133521680	133524279	ENSMUSG00000104645	Gm30484	false	mouse	GRCm39
chr3	-	133536429	133946402	ENSMUSG00000097911	Gm26691	false	mouse	GRCm39
chr3	+	133866126	133897737	ENSMUSG00000104556	Gm43192	false	mouse	GRCm39
chr3	+	133905709	133918999	ENSMUSG00000106139	Gm30648	false	mouse	GRCm39
chr3	+	133942245	133967922	ENSMUSG00000044365	Cxxc4	false	mouse	GRCm39
chr3	-	134109904	134129396	ENSMUSG00000105765	4930539C22Rik	false	mouse	GRCm39
chr3	-	134167848	134336526	ENSMUSG00000097031	Gm26820	false	mouse	GRCm39
chr3	+	134534768	134640340	ENSMUSG00000028172	Tacr3	false	mouse	GRCm39
chr3	+	134918298	134979372	ENSMUSG00000045328	Cenpe	false	mouse	GRCm39
chr3	+	134986982	135010187	ENSMUSG00000028167	Bdh2	false	mouse	GRCm39
chr3	+	135013402	135051148	ENSMUSG00000037994	Slc9b2	false	mouse	GRCm39
chr3	+	135053790	135103588	ENSMUSG00000050150	Slc9b1	false	mouse	GRCm39
chr3	-	135112173	135129686	ENSMUSG00000028165	Cisd2	false	mouse	GRCm39
chr3	-	135141970	135144467	ENSMUSG00000097032	4930539J05Rik	false	mouse	GRCm39
chr3	+	135143910	135173959	ENSMUSG00000078578	Ube2d3	false	mouse	GRCm39
chr3	+	135191372	135277165	ENSMUSG00000028164	Manba	false	mouse	GRCm39
chr3	-	135290416	135397308	ENSMUSG00000028163	Nfkb1	false	mouse	GRCm39
chr3	+	135531040	135594333	ENSMUSG00000053897	Slc39a8	false	mouse	GRCm39
chr3	-	135539462	135546030	ENSMUSG00000106306	4933401H06Rik	false	mouse	GRCm39
chr3	+	135610105	135872945	ENSMUSG00000104710	Gm31243	false	mouse	GRCm39
chr3	-	135759124	136031827	ENSMUSG00000037922	Bank1	false	mouse	GRCm39
chr3	-	136141031	136155110	ENSMUSG00000099508	1700030L20Rik	false	mouse	GRCm39
chr3	-	136374432	136375696	ENSMUSG00000120358	Gm56786	false	mouse	GRCm39
chr3	+	136375845	136643488	ENSMUSG00000028161	Ppp3ca	false	mouse	GRCm39
chr3	-	136648998	136652305	ENSMUSG00000106398	Gm43357	false	mouse	GRCm39
chr3	-	136658551	136660854	ENSMUSG00000104617	Gm43356	false	mouse	GRCm39
chr3	+	136995400	137006469	ENSMUSG00000104610	Gm567	false	mouse	GRCm39
chr3	+	137046828	137137946	ENSMUSG00000054690	Emcn	false	mouse	GRCm39
chr3	-	137255806	137258383	ENSMUSG00000055138	Gm4861	false	mouse	GRCm39
chr3	+	137327373	137334094	ENSMUSG00000046818	Ddit4l	false	mouse	GRCm39
chr3	+	137396748	137404889	ENSMUSG00000106122	Gm42610	false	mouse	GRCm39
chr3	-	137501026	137509230	ENSMUSG00000105427	Gm31678	false	mouse	GRCm39
chr3	-	137568350	137570135	ENSMUSG00000105676	Gm43403	false	mouse	GRCm39
chr3	+	137570248	137572683	ENSMUSG00000037894	H2az1	false	mouse	GRCm39
chr3	+	137573436	137622318	ENSMUSG00000074212	Dnajb14	false	mouse	GRCm39
chr3	-	137581686	137583887	ENSMUSG00000106629	Gm40155	false	mouse	GRCm39
chr3	-	137623640	137624206	ENSMUSG00000104675	Gm43689	false	mouse	GRCm39
chr3	+	137624254	137634661	ENSMUSG00000091512	Lamtor3	false	mouse	GRCm39
chr3	-	137636768	137687306	ENSMUSG00000028159	Dapp1	false	mouse	GRCm39
chr3	+	137706631	137738449	ENSMUSG00000105296	Gm19708	false	mouse	GRCm39
chr3	-	137754522	137773149	ENSMUSG00000049349	Gm5105	false	mouse	GRCm39
chr3	+	137770813	137787267	ENSMUSG00000090066	1110002E22Rik	false	mouse	GRCm39
chr3	-	137795615	137850729	ENSMUSG00000028158	Mttp	false	mouse	GRCm39
chr3	+	137809677	137820478	ENSMUSG00000104776	Gm43691	false	mouse	GRCm39
chr3	+	137849209	137865582	ENSMUSG00000004127	Trmt10a	false	mouse	GRCm39
chr3	-	137869839	137945424	ENSMUSG00000012042	4930579F01Rik	false	mouse	GRCm39
chr3	-	137916477	137946166	ENSMUSG00000099146	0610031O16Rik	false	mouse	GRCm39
chr3	+	137923521	137939143	ENSMUSG00000055301	Adh7	false	mouse	GRCm39
chr3	+	137966752	137996459	ENSMUSG00000074207	Adh1	false	mouse	GRCm39
chr3	-	137987169	138012783	ENSMUSG00000089635	Gm16559	false	mouse	GRCm39
chr3	+	138019047	138036895	ENSMUSG00000053054	Adh6a	false	mouse	GRCm39
chr3	+	138047536	138064622	ENSMUSG00000074206	Adh6b	false	mouse	GRCm39
chr3	+	138079882	138100864	ENSMUSG00000121473	Adh6-ps1	false	mouse	GRCm39
chr3	+	138121227	138136653	ENSMUSG00000037797	Adh4	false	mouse	GRCm39
chr3	+	138138179	138138444	ENSMUSG00000120904	Gm56805	false	mouse	GRCm39
chr3	+	138148854	138161260	ENSMUSG00000028138	Adh5	false	mouse	GRCm39
chr3	-	138164717	138195276	ENSMUSG00000005813	Metap1	false	mouse	GRCm39
chr3	+	138231940	138265457	ENSMUSG00000028156	Eif4e	false	mouse	GRCm39
chr3	-	138417296	138432745	ENSMUSG00000105838	4930425O10Rik	false	mouse	GRCm39
chr3	+	138447956	138613666	ENSMUSG00000028152	Tspan5	false	mouse	GRCm39
chr3	-	138631663	138780962	ENSMUSG00000028149	Rap1gds1	false	mouse	GRCm39
chr3	+	138781209	138782153	ENSMUSG00000120160	Gm56773	false	mouse	GRCm39
chr3	+	138911455	139416060	ENSMUSG00000047940	Stpg2	false	mouse	GRCm39
chr3	-	139482914	139486520	ENSMUSG00000106505	Gm32693	false	mouse	GRCm39
chr3	-	139517872	139518525	ENSMUSG00000105880	Gm43678	false	mouse	GRCm39
chr3	-	140397799	140466465	ENSMUSG00000105777	Gm43049	false	mouse	GRCm39
chr3	-	140610759	140623220	ENSMUSG00000118659	Gm32754	false	mouse	GRCm39
chr3	+	140657637	140659008	ENSMUSG00000106540	4930590L14Rik	false	mouse	GRCm39
chr3	-	140915765	140918116	ENSMUSG00000047674	Pdha2	false	mouse	GRCm39
chr3	-	141163737	141171094	ENSMUSG00000089737	Gm15688	false	mouse	GRCm39
chr3	+	141170977	141540685	ENSMUSG00000059921	Unc5c	false	mouse	GRCm39
chr3	-	141368650	141388661	ENSMUSG00000089924	Gm15689	false	mouse	GRCm39
chr3	-	141542897	141875186	ENSMUSG00000052430	Bmpr1b	false	mouse	GRCm39
chr3	-	141945351	142101457	ENSMUSG00000028273	Pdlim5	false	mouse	GRCm39
chr3	+	142199739	142228105	ENSMUSG00000105504	Gbp5	false	mouse	GRCm39
chr3	+	142236103	142255910	ENSMUSG00000040253	Gbp7	false	mouse	GRCm39
chr3	+	142265787	142278970	ENSMUSG00000028268	Gbp3	false	mouse	GRCm39
chr3	+	142300608	142324940	ENSMUSG00000040264	Gbp2b	false	mouse	GRCm39
chr3	+	142326363	142343769	ENSMUSG00000028270	Gbp2	false	mouse	GRCm39
chr3	+	142406812	142452631	ENSMUSG00000040213	Kyat3	false	mouse	GRCm39
chr3	+	142418578	142420875	ENSMUSG00000120786	Gm56810	false	mouse	GRCm39
chr3	-	142449422	142450442	ENSMUSG00000086561	Gm15540	false	mouse	GRCm39
chr3	+	142470806	142489367	ENSMUSG00000028271	Gtf2b	false	mouse	GRCm39
chr3	-	142496663	142587771	ENSMUSG00000004591	Pkn2	false	mouse	GRCm39
chr3	+	142587163	142604318	ENSMUSG00000106550	Gm43646	false	mouse	GRCm39
chr3	+	142588256	142598682	ENSMUSG00000097858	9530052C20Rik	false	mouse	GRCm39
chr3	+	142722884	142747335	ENSMUSG00000105652	4930519L02Rik	false	mouse	GRCm39
chr3	+	142813709	142863664	ENSMUSG00000106052	Gm43614	false	mouse	GRCm39
chr3	+	142948816	142965645	ENSMUSG00000105923	A830019L24Rik	false	mouse	GRCm39
chr3	+	143036181	143037793	ENSMUSG00000106162	Gm43613	false	mouse	GRCm39
chr3	+	143074337	143077543	ENSMUSG00000105917	Gm43612	false	mouse	GRCm39
chr3	+	143115162	143117293	ENSMUSG00000106210	1700001N15Rik	false	mouse	GRCm39
chr3	-	143281294	143282762	ENSMUSG00000105000	Gm43616	false	mouse	GRCm39
chr3	+	143282375	143294931	ENSMUSG00000104939	Gm33651	false	mouse	GRCm39
chr3	+	143309566	143330336	ENSMUSG00000105511	Gm33758	false	mouse	GRCm39
chr3	+	143356071	143357848	ENSMUSG00000106109	Gm42704	false	mouse	GRCm39
chr3	-	143376653	143417971	ENSMUSG00000105279	Gm6260	false	mouse	GRCm39
chr3	+	143449138	143532773	ENSMUSG00000105324	Gm42705	false	mouse	GRCm39
chr3	+	143476300	143478209	ENSMUSG00000106524	Gm42706	false	mouse	GRCm39
chr3	-	143584154	143660535	ENSMUSG00000105811	Gm42707	false	mouse	GRCm39
chr3	+	143603808	143604712	ENSMUSG00000104865	Gm42708	false	mouse	GRCm39
chr3	-	143807665	143841515	ENSMUSG00000106367	Gm34078	false	mouse	GRCm39
chr3	+	143861658	143871561	ENSMUSG00000120269	Gm34162	false	mouse	GRCm39
chr3	-	143894291	143910981	ENSMUSG00000028266	Lmo4	false	mouse	GRCm39
chr3	-	143902933	143905023	ENSMUSG00000104969	Gm43445	false	mouse	GRCm39
chr3	-	143930134	143937894	ENSMUSG00000120266	Gm46828	false	mouse	GRCm39
chr3	+	143989572	143990667	ENSMUSG00000105197	Gm43446	false	mouse	GRCm39
chr3	+	144025975	144027509	ENSMUSG00000106266	Gm43447	false	mouse	GRCm39
chr3	-	144135467	144275942	ENSMUSG00000040151	Hs2st1	false	mouse	GRCm39
chr3	-	144199747	144202933	ENSMUSG00000104903	Gm43707	false	mouse	GRCm39
chr3	-	144228990	144229762	ENSMUSG00000106057	Gm43560	false	mouse	GRCm39
chr3	+	144276065	144303441	ENSMUSG00000037072	Selenof	false	mouse	GRCm39
chr3	-	144389439	144426096	ENSMUSG00000037062	Sh3glb1	false	mouse	GRCm39
chr3	-	144435438	144466738	ENSMUSG00000056025	Clca3a1	false	mouse	GRCm39
chr3	+	144455243	144455848	ENSMUSG00000106424	Gm34866	false	mouse	GRCm39
chr3	-	144502320	144525255	ENSMUSG00000028262	Clca3a2	false	mouse	GRCm39
chr3	+	144514137	144519299	ENSMUSG00000105900	Gm43240	false	mouse	GRCm39
chr3	-	144528384	144555118	ENSMUSG00000037033	Clca3b	false	mouse	GRCm39
chr3	-	144616682	144638290	ENSMUSG00000074195	Clca4b	false	mouse	GRCm39
chr3	+	144653322	144673693	ENSMUSG00000085773	Gm16233	false	mouse	GRCm39
chr3	-	144658241	144680806	ENSMUSG00000068547	Clca4a	false	mouse	GRCm39
chr3	+	144677885	144688321	ENSMUSG00000106361	Gm35066	false	mouse	GRCm39
chr3	-	144709578	144738537	ENSMUSG00000028255	Clca1	false	mouse	GRCm39
chr3	-	144776024	144805204	ENSMUSG00000036960	Clca2	false	mouse	GRCm39
chr3	+	144824317	144859676	ENSMUSG00000028256	Odf2l	false	mouse	GRCm39
chr3	+	144998233	145257766	ENSMUSG00000028197	Col24a1	false	mouse	GRCm39
chr3	-	145121767	145123799	ENSMUSG00000105619	9530034A14Rik	false	mouse	GRCm39
chr3	+	145125081	145126107	ENSMUSG00000105959	D530037P16Rik	false	mouse	GRCm39
chr3	+	145281960	145310550	ENSMUSG00000074182	Znhit6	false	mouse	GRCm39
chr3	-	145352731	145355741	ENSMUSG00000028195	Ccn1	false	mouse	GRCm39
chr3	+	145356067	145383764	ENSMUSG00000097183	Gm17501	false	mouse	GRCm39
chr3	+	145464430	145600032	ENSMUSG00000028194	Ddah1	false	mouse	GRCm39
chr3	+	145628559	145640111	ENSMUSG00000028191	Bcl10	false	mouse	GRCm39
chr3	+	145643769	145650584	ENSMUSG00000036873	2410004B18Rik	false	mouse	GRCm39
chr3	+	145693625	145727475	ENSMUSG00000036863	Syde2	false	mouse	GRCm39
chr3	+	145744200	145745595	ENSMUSG00000105146	Gm35409	false	mouse	GRCm39
chr3	-	145746281	145813885	ENSMUSG00000043020	Dnai3	false	mouse	GRCm39
chr3	+	145823205	145847561	ENSMUSG00000036853	Mcoln3	false	mouse	GRCm39
chr3	+	145855588	145901268	ENSMUSG00000011008	Mcoln2	false	mouse	GRCm39
