srr	gse	size_gb	platform	verified	kit	species	pipeline	status	cells	host	updated_at	dl_key	in_scthread_current	ena_platform	ena_assay	isoquant_status	isoquant_cells	isoquant_transcripts	isoquant_path	isoquant_route	isoquant_barcodes_raw	isoquant_cells_method	species_metadata_source	gsm	gsm_mapping_source	gse_metadata_check	ena_experiment_accession	biosample_accession	ena_sample_accession	ena_study_accession	ena_secondary_study_accession	ena_scientific_name	ena_tax_id	ena_sample_title	ena_experiment_title	ena_instrument_model	ena_library_name	ena_library_strategy	ena_library_source	ena_library_selection	ena_library_layout	geo_title	geo_source_name	geo_organism	geo_characteristics	geo_molecule	geo_description	metadata_status	metadata_conflicts	anchor_status	annotation_status	annotation_method	annotation_cells	annotation_scope	annotation_source	annotation_reproduce	annotation_ref
SRR26622749	GSE246705	0.26	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875062	GEO_SRX_RELATION	MATCH	SRX22323591	SAMN38053473	SRS19374161	PRJNA1034151	SRP469534	Mus musculus	10090	mouse13, F, striatum	GridION sequencing: GSM7875062: mouse13, F, striatum Mus musculus RNA-Seq	GridION	GSM7875062	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse13, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse13 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622750	GSE246705	0.10	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875062	GEO_SRX_RELATION	MATCH	SRX22323591	SAMN38053473	SRS19374161	PRJNA1034151	SRP469534	Mus musculus	10090	mouse13, F, striatum	GridION sequencing: GSM7875062: mouse13, F, striatum Mus musculus RNA-Seq	GridION	GSM7875062	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse13, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse13 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622751	GSE246705	0.16	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875062	GEO_SRX_RELATION	MATCH	SRX22323591	SAMN38053473	SRS19374161	PRJNA1034151	SRP469534	Mus musculus	10090	mouse13, F, striatum	GridION sequencing: GSM7875062: mouse13, F, striatum Mus musculus RNA-Seq	GridION	GSM7875062	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse13, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse13 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622752	GSE246705	0.16	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875062	GEO_SRX_RELATION	MATCH	SRX22323591	SAMN38053473	SRS19374161	PRJNA1034151	SRP469534	Mus musculus	10090	mouse13, F, striatum	GridION sequencing: GSM7875062: mouse13, F, striatum Mus musculus RNA-Seq	GridION	GSM7875062	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse13, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse13 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622753	GSE246705	0.13	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875062	GEO_SRX_RELATION	MATCH	SRX22323591	SAMN38053473	SRS19374161	PRJNA1034151	SRP469534	Mus musculus	10090	mouse13, F, striatum	GridION sequencing: GSM7875062: mouse13, F, striatum Mus musculus RNA-Seq	GridION	GSM7875062	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse13, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse13 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622754	GSE246705	1.01	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875062	GEO_SRX_RELATION	MATCH	SRX22323591	SAMN38053473	SRS19374161	PRJNA1034151	SRP469534	Mus musculus	10090	mouse13, F, striatum	GridION sequencing: GSM7875062: mouse13, F, striatum Mus musculus RNA-Seq	GridION	GSM7875062	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse13, F, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse13 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622755	GSE246705	0.10	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875085	GEO_SRX_RELATION	MATCH	SRX22323596	SAMN38053450	SRS19374167	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, hippocampus	GridION sequencing: GSM7875085: mouse10, F, hippocampus Mus musculus RNA-Seq	GridION	GSM7875085	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622756	GSE246705	0.09	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875085	GEO_SRX_RELATION	MATCH	SRX22323596	SAMN38053450	SRS19374167	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, hippocampus	GridION sequencing: GSM7875085: mouse10, F, hippocampus Mus musculus RNA-Seq	GridION	GSM7875085	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622757	GSE246705	0.07	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875085	GEO_SRX_RELATION	MATCH	SRX22323596	SAMN38053450	SRS19374167	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, hippocampus	GridION sequencing: GSM7875085: mouse10, F, hippocampus Mus musculus RNA-Seq	GridION	GSM7875085	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622758	GSE246705	0.10	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875085	GEO_SRX_RELATION	MATCH	SRX22323596	SAMN38053450	SRS19374167	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, hippocampus	GridION sequencing: GSM7875085: mouse10, F, hippocampus Mus musculus RNA-Seq	GridION	GSM7875085	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622759	GSE246705	0.05	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875085	GEO_SRX_RELATION	MATCH	SRX22323596	SAMN38053450	SRS19374167	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, hippocampus	GridION sequencing: GSM7875085: mouse10, F, hippocampus Mus musculus RNA-Seq	GridION	GSM7875085	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622760	GSE246705	0.09	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875085	GEO_SRX_RELATION	MATCH	SRX22323596	SAMN38053450	SRS19374167	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, hippocampus	GridION sequencing: GSM7875085: mouse10, F, hippocampus Mus musculus RNA-Seq	GridION	GSM7875085	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, hippocampus	hippocampus	Mus musculus	tissue: hippocampus || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622761	GSE246705	0.16	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875084	GEO_SRX_RELATION	MATCH	SRX22323595	SAMN38053451	SRS19374165	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, cerebellum	GridION sequencing: GSM7875084: mouse10, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875084	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622762	GSE246705	0.14	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875084	GEO_SRX_RELATION	MATCH	SRX22323595	SAMN38053451	SRS19374165	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, cerebellum	GridION sequencing: GSM7875084: mouse10, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875084	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622763	GSE246705	0.11	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875084	GEO_SRX_RELATION	MATCH	SRX22323595	SAMN38053451	SRS19374165	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, cerebellum	GridION sequencing: GSM7875084: mouse10, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875084	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622764	GSE246705	0.15	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875084	GEO_SRX_RELATION	MATCH	SRX22323595	SAMN38053451	SRS19374165	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, cerebellum	GridION sequencing: GSM7875084: mouse10, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875084	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622765	GSE246705	0.07	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875084	GEO_SRX_RELATION	MATCH	SRX22323595	SAMN38053451	SRS19374165	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, cerebellum	GridION sequencing: GSM7875084: mouse10, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875084	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622766	GSE246705	0.14	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875084	GEO_SRX_RELATION	MATCH	SRX22323595	SAMN38053451	SRS19374165	PRJNA1034151	SRP469534	Mus musculus	10090	mouse10, F, cerebellum	GridION sequencing: GSM7875084: mouse10, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875084	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse10, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse10 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622767	GSE246705	0.15	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875076	GEO_SRX_RELATION	MATCH	SRX22323594	SAMN38053459	SRS19374164	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cerebellum	GridION sequencing: GSM7875076: mouse11, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875076	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622768	GSE246705	0.17	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875076	GEO_SRX_RELATION	MATCH	SRX22323594	SAMN38053459	SRS19374164	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cerebellum	GridION sequencing: GSM7875076: mouse11, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875076	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622769	GSE246705	0.14	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875076	GEO_SRX_RELATION	MATCH	SRX22323594	SAMN38053459	SRS19374164	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cerebellum	GridION sequencing: GSM7875076: mouse11, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875076	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622770	GSE246705	0.20	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875076	GEO_SRX_RELATION	MATCH	SRX22323594	SAMN38053459	SRS19374164	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cerebellum	GridION sequencing: GSM7875076: mouse11, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875076	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622771	GSE246705	0.10	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875076	GEO_SRX_RELATION	MATCH	SRX22323594	SAMN38053459	SRS19374164	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cerebellum	GridION sequencing: GSM7875076: mouse11, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875076	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622772	GSE246705	0.18	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875076	GEO_SRX_RELATION	MATCH	SRX22323594	SAMN38053459	SRS19374164	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cerebellum	GridION sequencing: GSM7875076: mouse11, F, cerebellum Mus musculus RNA-Seq	GridION	GSM7875076	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cerebellum	cerebellum	Mus musculus	tissue: cerebellum || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622773	GSE246705	0.17	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875075	GEO_SRX_RELATION	MATCH	SRX22323593	SAMN38053460	SRS19374163	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cortex	GridION sequencing: GSM7875075: mouse11, F, cortex Mus musculus RNA-Seq	GridION	GSM7875075	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622774	GSE246705	0.19	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875075	GEO_SRX_RELATION	MATCH	SRX22323593	SAMN38053460	SRS19374163	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cortex	GridION sequencing: GSM7875075: mouse11, F, cortex Mus musculus RNA-Seq	GridION	GSM7875075	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622775	GSE246705	0.15	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875075	GEO_SRX_RELATION	MATCH	SRX22323593	SAMN38053460	SRS19374163	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cortex	GridION sequencing: GSM7875075: mouse11, F, cortex Mus musculus RNA-Seq	GridION	GSM7875075	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622776	GSE246705	0.22	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875075	GEO_SRX_RELATION	MATCH	SRX22323593	SAMN38053460	SRS19374163	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cortex	GridION sequencing: GSM7875075: mouse11, F, cortex Mus musculus RNA-Seq	GridION	GSM7875075	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622777	GSE246705	0.10	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875075	GEO_SRX_RELATION	MATCH	SRX22323593	SAMN38053460	SRS19374163	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cortex	GridION sequencing: GSM7875075: mouse11, F, cortex Mus musculus RNA-Seq	GridION	GSM7875075	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622778	GSE246705	0.19	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875075	GEO_SRX_RELATION	MATCH	SRX22323593	SAMN38053460	SRS19374163	PRJNA1034151	SRP469534	Mus musculus	10090	mouse11, F, cortex	GridION sequencing: GSM7875075: mouse11, F, cortex Mus musculus RNA-Seq	GridION	GSM7875075	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse11, F, cortex	cortex	Mus musculus	tissue: cortex || strain: C57BL/6J || mouse id: mouse11 || Sex: F || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622779	GSE246705	0.19	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875074	GEO_SRX_RELATION	MATCH	SRX22323592	SAMN38053461	SRS19374162	PRJNA1034151	SRP469534	Mus musculus	10090	mouse04, M, striatum	GridION sequencing: GSM7875074: mouse04, M, striatum Mus musculus RNA-Seq	GridION	GSM7875074	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse04, M, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse04 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622780	GSE246705	0.20	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875074	GEO_SRX_RELATION	MATCH	SRX22323592	SAMN38053461	SRS19374162	PRJNA1034151	SRP469534	Mus musculus	10090	mouse04, M, striatum	GridION sequencing: GSM7875074: mouse04, M, striatum Mus musculus RNA-Seq	GridION	GSM7875074	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse04, M, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse04 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622781	GSE246705	0.17	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875074	GEO_SRX_RELATION	MATCH	SRX22323592	SAMN38053461	SRS19374162	PRJNA1034151	SRP469534	Mus musculus	10090	mouse04, M, striatum	GridION sequencing: GSM7875074: mouse04, M, striatum Mus musculus RNA-Seq	GridION	GSM7875074	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse04, M, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse04 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622782	GSE246705	0.24	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875074	GEO_SRX_RELATION	MATCH	SRX22323592	SAMN38053461	SRS19374162	PRJNA1034151	SRP469534	Mus musculus	10090	mouse04, M, striatum	GridION sequencing: GSM7875074: mouse04, M, striatum Mus musculus RNA-Seq	GridION	GSM7875074	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse04, M, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse04 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622783	GSE246705	0.12	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875074	GEO_SRX_RELATION	MATCH	SRX22323592	SAMN38053461	SRS19374162	PRJNA1034151	SRP469534	Mus musculus	10090	mouse04, M, striatum	GridION sequencing: GSM7875074: mouse04, M, striatum Mus musculus RNA-Seq	GridION	GSM7875074	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse04, M, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse04 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
SRR26622784	GSE246705	0.22	ONT	True	n/a-bulk	mouse	wf-transcriptomes	downloaded					no	OXFORD_NANOPORE	bulk-longread								ENA	GSM7875074	GEO_SRX_RELATION	MATCH	SRX22323592	SAMN38053461	SRS19374162	PRJNA1034151	SRP469534	Mus musculus	10090	mouse04, M, striatum	GridION sequencing: GSM7875074: mouse04, M, striatum Mus musculus RNA-Seq	GridION	GSM7875074	RNA-Seq	TRANSCRIPTOMIC	cDNA	SINGLE	mouse04, M, striatum	striatum	Mus musculus	tissue: striatum || strain: C57BL/6J || mouse id: mouse04 || Sex: M || age: 20 weeks	total RNA		ENA_FOUND;GSM_EXACT;GEO_FOUND;GSE_MATCH;SPECIES_ENA			not_annotated	none		none			
